Recipient,INST_TYPE_1,INST_TYPE_2,total_awards,grants,contracts,student_aid,Total_Federal_Investment
Maharishi University of Management,Private not-for-profit, 4-year or above,0,0,0,5962654,5962654
Mahoning County Career and Technical Center,Public, less-than 2-year,0,0,0,266065,266065
Maine College of Art,Private not-for-profit, 4-year or above,0,40000,0,5900800,5940800
Maine College of Health Professions,Private not-for-profit, 2-year,0,0,0,1378246,1378246
Maine Maritime Academy,Public, 4-year or above,125000,184000,125000,10006431,10315431
Malone University,Private not-for-profit, 4-year or above,0,0,0,14582252,14582252
Manatee Technical College,Public, 2-year,0,0,0,1867051.5,1867051.5
Manchester Community College,Public, 2-year,0,242135,0,8767688,9009823
Manchester Community College,Public, 2-year,0,-114422.32,0,7710521.5,7596099.2
Manchester University,Private not-for-profit, 4-year or above,0,305507,0,25306816.6,25612323.6
Manhattan Area Technical College,Public, 2-year,0,961558,0,2335222,3296780
Manhattan College,Private not-for-profit, 4-year or above,0,0,0,39799917.3,39799917.3
Manhattan School of Computer Technology,Private not-for-profit, less-than 2-year,0,0,0,2339899,2339899
Manhattan School of Music,Private not-for-profit, 4-year or above,0,0,0,8917330,8917330
Manhattanville College,Private not-for-profit, 4-year or above,0,0,0,17278776.5,17278776.5
Mansfield University of Pennsylvania,Public, 4-year or above,0,254356,0,16998977.8,17253333.8
Maranatha Baptist University,Private not-for-profit, 4-year or above,0,0,0,3016635,3016635
Marchman Technical Education Center,Public, 2-year,0,0,0,890198,890198
Margaret H Rollins School of Nursing at Beebe Medical Center,Private not-for-profit, 2-year,0,0,0,215770.5,215770.5
Maria College of Albany,Private not-for-profit, 4-year or above,0,0,0,6179872,6179872
Marian University,Private not-for-profit, 4-year or above,664522,388440,664522,56358875,57411837
Marian University,Private not-for-profit, 4-year or above,0,557291,0,15965074,16522365
Marietta College,Private not-for-profit, 4-year or above,0,110000,0,8840140,8950140
Marion Military Institute,Public, 2-year,11268.75,379392,11268.75,2462091.3,2852752
Marion Technical College,Public, 2-year,0,54787,0,1407523.6,1462310.6
Marion Technical College,Public, 2-year,0,0,0,4312037,4312037
Marist College,Private not-for-profit, 4-year or above,0,969011,0,49290451,50259462
Marlboro College,Private not-for-profit, 4-year or above,0,30802,0,1699019,1729821
Marquette University,Private not-for-profit, 4-year or above,1389054.12,18780457.09,1389054.12,114659824,134829335.2
Mars Hill University,Private not-for-profit, 4-year or above,0,809835,0,12317127,13126962
Marshall B Ketchum University,Private not-for-profit, 4-year or above,48161,56953,48161,21097355,21202469
Marshall University,Public, 4-year or above,217291,12542131.2,217291,106705513.1,119464935.3
Marshalltown Community College,Public, 2-year,0,402112,0,3694628,4096740
Martin Community College,Public, 2-year,0,0,0,797692.3,797692.3
Martin Luther College,Private not-for-profit, 4-year or above,0,0,0,3875602,3875602
Martin Methodist College,Private not-for-profit, 4-year or above,0,0,0,4430635,4430635
Martin University,Private not-for-profit, 4-year or above,0,0,0,5067391.9,5067391.9
Mary Baldwin University,Private not-for-profit, 4-year or above,-5238,0,-5238,23866423.4,23861185.4
Marygrove College,Private not-for-profit, 4-year or above,0,0,0,2862649,2862649
Maryland Institute College of Art,Private not-for-profit, 4-year or above,0,43000,0,20914233.9,20957233.9
Maryland University of Integrative Health,Private not-for-profit, 4-year or above,0,0,0,15517210,15517210
Marylhurst University,Private not-for-profit, 4-year or above,0,0,0,7835617,7835617
Marymount California University,Private not-for-profit, 4-year or above,0,0,0,7955132,7955132
Marymount Manhattan College,Private not-for-profit, 4-year or above,0,0,0,23798963.4,23798963.4
Marymount University,Private not-for-profit, 4-year or above,0,652151,0,35373202,36025353
Maryville College,Private not-for-profit, 4-year or above,0,0,0,10235361,10235361
Maryville University of Saint Louis,Private not-for-profit, 4-year or above,0,0,0,118223666,118223666
Marywood University,Private not-for-profit, 4-year or above,0,0,0,34097470.7,34097470.7
Massachusetts Bay Community College,Public, 2-year,0,434452,0,7536319,7970771
Massachusetts College of Liberal Arts,Public, 4-year or above,0,659028,0,11081178,11740206
Massachusetts Institute of Technology,Private not-for-profit, 4-year or above,1053512254,359841716.8,1053512254,22029404,1435383375
Massachusetts Maritime Academy,Public, 4-year or above,438383.32,88000,438383.32,10925554.5,11451937.8
Massachusetts School of Law,Private not-for-profit, 4-year or above,0,0,0,5800066,5800066
Massasoit Community College,Public, 2-year,0,309835,0,15219167.2,15529002.2
Mayland Community College,Public, 2-year,0,284863.02,0,1357421.4,1642284.4
Mayo Clinic School of Medicine,Private not-for-profit, 4-year or above,25463654.43,229059899,25463654.43,10882973.3,265406526.7
Maysville Community and Technical College,Public, 2-year,0,703865,0,13074391.1,13778256.1
Mayville State University,Public, 4-year or above,0,3440619,0,5546003,8986622
McDaniel College,Private not-for-profit, 4-year or above,0,13859.51,0,14672252.4,14686111.9
McDowell Technical Community College,Public, 2-year,0,-1751,0,1415925.4,1414174.4
McHenry County College,Public, 2-year,0,1028884,0,7545018.9,8573902.9
McKendree University,Private not-for-profit, 4-year or above,0,0,0,18489223.7,18489223.7
McLennan Community College,Public, 2-year,0,765359,0,27826211.3,28591570.3
McMurry University,Private not-for-profit, 4-year or above,0,750000,0,9857572,10607572
McNeese State University,Public, 4-year or above,0,351343,0,33627529.4,33978872.4
McPherson College,Private not-for-profit, 4-year or above,0,0,0,6400286,6400286
MCPHS University,Private not-for-profit, 4-year or above,0,2150124,0,137826423,139976547
Meadville Lombard Theological School,Private not-for-profit, 4-year or above,0,0,0,470810,470810
Medaille College,Private not-for-profit, 4-year or above,0,1672743,0,28202712.5,29875455.5
Medical College of Wisconsin,Private not-for-profit, 4-year or above,9184417.55,106749578,9184417.55,42748298,158682293.6
Medical University of South Carolina,Public, 4-year or above,9117486.96,142010924,9117486.96,82854285.7,233982696.7
Meharry Medical College,Private not-for-profit, 4-year or above,619769.4,35487241,619769.4,34840734,70947744.4
Memorial Hospital School of Radiation Therapy Technology,Private not-for-profit, 2-year,-30000,0,-30000,29277,-723
Memphis College of Art,Private not-for-profit, 4-year or above,0,0,0,2967676,2967676
Mendocino College,Public, 2-year,0,1335875,0,5688406,7024281
Menlo College,Private not-for-profit, 4-year or above,0,447151,0,5722590,6169741
Merced College,Public, 2-year,0,375000,0,17636256.2,18011256.2
Mercer County Career Center,Public, less-than 2-year,0,0,0,196320,196320
Mercer County Community College,Public, 2-year,0,1272690,0,10928523.5,12201213.5
Mercer County Technical Education Center,Public, 2-year,0,0,0,316287,316287
Mercer University,Private not-for-profit, 4-year or above,597029.78,4226964.95,597029.78,128270336.1,133094330.8
Mercy College,Private not-for-profit, 4-year or above,0,3033916,0,89964478.9,92998394.9
Mercy College of Health Sciences,Private not-for-profit, 4-year or above,0,327658,0,6798405,7126063
Mercy College of Ohio,Private not-for-profit, 4-year or above,0,279104,0,11257168,11536272
Mercy Hospital School of Nursing,Private not-for-profit, 2-year,82099.48,0,82099.48,1434228.2,1516327.7
Mercy-St Luke's School of Radiologic Technology,Private not-for-profit, 2-year,0,0,0,98645,98645
Mercyhurst University,Private not-for-profit, 4-year or above,0,7799705.12,0,30565085.5,38364790.6
Meredith College,Private not-for-profit, 4-year or above,0,0,0,18541195,18541195
Meridian Community College,Public, 2-year,0,0,0,8640836,8640836
Meridian Technology Center,Public, 2-year,0,0,0,382238.8,382238.8
Merkaz Bnos-Business School,Private not-for-profit, 2-year,0,0,0,912732,912732
Merrimack College,Private not-for-profit, 4-year or above,0,210205,0,35445620,35655825
Merritt College,Public, 2-year,0,0,0,6180008.1,6180008.1
Mesa Community College,Public, 2-year,0,18126.18,0,32716555.4,32734681.6
Mesabi Range College,Public, 2-year,0,550310,0,4247502.3,4797812.3
Mesalands Community College,Public, 2-year,0,0,0,856063,856063
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,Private not-for-profit, 4-year or above,0,0,0,165185,165185
Mesivta Torah Vodaath Rabbinical Seminary,Private not-for-profit, 4-year or above,0,0,0,1008575.5,1008575.5
Mesivtha Tifereth Jerusalem of America,Private not-for-profit, 4-year or above,0,0,0,109540,109540
Messenger College,Private not-for-profit, 4-year or above,0,0,0,531557,531557
Messiah College,Private not-for-profit, 4-year or above,0,17838,0,24679870,24697708
Methodist College,Private not-for-profit, 4-year or above,622691.35,0,622691.35,8797320.3,9420011.7
Methodist Theological School in Ohio,Private not-for-profit, 4-year or above,0,0,0,858092,858092
Methodist University,Private not-for-profit, 4-year or above,0,480000,0,24148930,24628930
Metropolitan College of New York,Private not-for-profit, 4-year or above,0,1142883,0,22467470,23610353
Metropolitan Community College Area,Public, 2-year,0,2421668,0,24416861.3,26838529.3
Metropolitan Community College-Kansas City,Public, 2-year,0,845200.31,0,31073685.4,31918885.7
Metropolitan Learning Institute,Private not-for-profit, less-than 2-year,0,0,0,2281318,2281318
Metropolitan State University,Public, 4-year or above,0,1704619,0,50216888,51921507
Metropolitan State University of Denver,Public, 4-year or above,0,4625341.08,0,103043660.2,107669001.3
MGH Institute of Health Professions,Private not-for-profit, 4-year or above,0,4034477,0,40128944,44163421
Miami Dade College,Public, 4-year or above,0,12703121.01,0,166656052.5,179359173.5
Miami Lakes Educational Center and Technical College,Public, 2-year,0,0,0,815684.4,815684.4
Miami University-Oxford,Public, 4-year or above,910666.29,9650348.73,910666.29,97066383.3,107627398.3
Miami Valley Career Technology Center,Public, less-than 2-year,0,0,0,1764438,1764438
Michigan Barber School Inc,Private not-for-profit, 2-year,0,0,0,778564.3,778564.3
Michigan Career and Technical Institute,Public, less-than 2-year,0,0,0,482614,482614
Michigan School of Professional Psychology,Private not-for-profit, 4-year or above,0,0,0,5674667,5674667
Michigan State University,Public, 4-year or above,2677954.08,355359224.4,2677954.08,403046869,761084047.4
Michigan State University-College of Law,Private not-for-profit, 4-year or above,0,100000,0,18848319,18948319
Michigan Technological University,Public, 4-year or above,6664613.17,22556138.58,6664613.17,35860672,65081423.8
Mid Michigan Community College,Public, 2-year,0,493396.34,0,13839323.5,14332719.8
Mid-America Christian University,Private not-for-profit, 4-year or above,0,0,0,19109574.2,19109574.2
Mid-America College of Funeral Service,Private not-for-profit, 4-year or above,0,0,0,1467054,1467054
Mid-America Technology Center,Public, less-than 2-year,0,0,0,130828,130828
Mid-Atlantic Christian University,Private not-for-profit, 4-year or above,0,0,0,1656605.6,1656605.6
Mid-Del Technology Center,Public, less-than 2-year,0,0,0,320572.9,320572.9
Mid-EastCTC-Adult Education,Public, less-than 2-year,0,0,0,1644230.2,1644230.2
Mid-Plains Community College,Public, 2-year,0,101133,0,4419372,4520505
Mid-South Christian College,Private not-for-profit, 4-year or above,0,0,0,34536,34536
Mid-State Technical College,Public, 2-year,0,-130947.29,0,7679273.8,7548326.5
MidAmerica Nazarene University,Private not-for-profit, 4-year or above,0,1388130,0,16405594.4,17793724.4
Middle Georgia State University,Public, 4-year or above,0,0,0,47919837.1,47919837.1
Middle Tennessee School of Anesthesia Inc,Private not-for-profit, 4-year or above,0,274539,0,10206771,10481310
Middle Tennessee State University,Public, 4-year or above,0,4645881.16,0,122435717,127081598.2
Middlebury College,Private not-for-profit, 4-year or above,325505.32,1314812.05,325505.32,20707255,22347572.4
Middlesex Community College,Public, 2-year,0,-2690.9,0,3874981.2,3872290.3
Middlesex Community College,Public, 2-year,0,2520891.58,0,13656187,16177078.6
Middlesex County College,Public, 2-year,0,317802,0,22514517.1,22832319.1
Midfield Institute of Cosmetology,Private not-for-profit, less-than 2-year,0,0,0,88644,88644
Midland College,Public, 4-year or above,0,0,0,5299903,5299903
Midland University,Private not-for-profit, 4-year or above,0,796777,0,13254841,14051618
Midlands Technical College,Public, 2-year,0,-1215205.73,0,33324760.4,32109554.7
Midway University,Private not-for-profit, 4-year or above,0,0,0,10271698.3,10271698.3
Midwestern Baptist Theological Seminary,Private not-for-profit, 4-year or above,0,0,0,6414962.5,6414962.5
Midwestern State University,Public, 4-year or above,0,1195340,0,42551587.8,43746927.8
Midwives College of Utah,Private not-for-profit, 4-year or above,0,0,0,823878.1,823878.1
Mifflin County Academy of Science and Technology,Public, less-than 2-year,0,0,0,477453,477453
Miles College,Private not-for-profit, 4-year or above,0,3601066,0,22343960.3,25945026.3
Miles Community College,Public, 2-year,0,-48648.1,0,2203688.4,2155040.3
Millersville University of Pennsylvania,Public, 4-year or above,0,596253.98,0,56410632.9,57006886.9
Milligan College,Private not-for-profit, 4-year or above,0,0,0,10588346,10588346
Millikin University,Private not-for-profit, 4-year or above,0,0,0,21483955.2,21483955.2
Mills College,Private not-for-profit, 4-year or above,0,2550096,0,14637598.8,17187694.8
Millsaps College,Private not-for-profit, 4-year or above,0,0,0,7579474,7579474
Milwaukee Area Technical College,Public, 2-year,0,153799.96,0,52709069.1,52862869.1
Milwaukee Institute of Art & Design,Private not-for-profit, 4-year or above,0,0,0,8357334,8357334
Milwaukee School of Engineering,Private not-for-profit, 4-year or above,7334,267268,7334,20532926.5,20807528.5
Mineral Area College,Public, 2-year,0,1584919.36,0,8622542,10207461.4
Mineral County Vocational Technical Center,Public, less-than 2-year,0,0,0,81876,81876
Mingo Extended Learning Center,Public, less-than 2-year,0,0,0,90610,90610
Minneapolis College of Art and Design,Private not-for-profit, 4-year or above,0,0,0,7965725,7965725
Minnesota State College Southeast,Public, 2-year,0,-69631.98,0,6944437,6874805
Minnesota State Community and Technical College,Public, 2-year,0,0,0,21901065,21901065
Minnesota State University Moorhead,Public, 4-year or above,0,0,0,30482363.8,30482363.8
Minnesota State University-Mankato,Public, 4-year or above,0,3269242.23,0,69548212,72817454.2
Minnesota West Community and Technical College,Public, 2-year,0,0,0,9017635.4,9017635.4
Minot State University,Public, 4-year or above,0,2150616,0,11850674,14001290
MiraCosta College,Public, 2-year,0,1902166,0,17827584,19729750
Mirrer Yeshiva Cent Institute,Private not-for-profit, 4-year or above,0,0,0,320119,320119
Misericordia University,Private not-for-profit, 4-year or above,0,99985,0,26681563,26781548
Mission College,Public, 2-year,0,1690477,0,6036366.1,7726843.1
Mississippi College,Private not-for-profit, 4-year or above,0,0,0,52375503.7,52375503.7
Mississippi Delta Community College,Public, 2-year,0,571635.37,0,8468466.7,9040102.1
Mississippi Gulf Coast Community College,Public, 2-year,0,0,0,36465481,36465481
Mississippi State University,Public, 4-year or above,13441039.43,75143071.74,13441039.43,146294413,234878524.2
Mississippi University for Women,Public, 4-year or above,0,401628,0,19872378.2,20274006.2
Mississippi Valley State University,Public, 4-year or above,0,7187229.41,0,26038879.3,33226108.7
Missouri Baptist University,Private not-for-profit, 4-year or above,0,0,0,25762314,25762314
Missouri Southern State University,Public, 4-year or above,0,870634,0,32561304.2,33431938.2
Missouri State University-Springfield,Public, 4-year or above,305272.17,5820440.76,305272.17,121750429.9,127876142.8
Missouri State University-West Plains,Public, 2-year,0,0,0,4610001.9,4610001.9
Missouri University of Science and Technology,Public, 4-year or above,783099.28,15322665.47,783099.28,45120912.5,61226677.2
Missouri Valley College,Private not-for-profit, 4-year or above,0,0,0,12002878.2,12002878.2
Missouri Western State University,Public, 4-year or above,18000,0,18000,25006885.7,25024885.7
Mitchell College,Private not-for-profit, 4-year or above,0,0,0,5925780,5925780
Mitchell Community College,Public, 2-year,0,0,0,3525488.8,3525488.8
Mitchell Hamline School of Law,Private not-for-profit, 4-year or above,0,499506,0,27069955,27569461
Mitchell Technical Institute,Public, 2-year,0,-128487.61,0,6253753,6125265.4
Moberly Area Community College,Public, 2-year,0,0,0,12249963.5,12249963.5
Modesto Junior College,Public, 2-year,0,1769619.12,0,27418248.1,29187867.2
Mohave Community College,Public, 2-year,0,0,0,9232880,9232880
Mohawk Valley Community College,Public, 2-year,0,1621222.67,0,21622252.8,23243475.5
Molloy College,Private not-for-profit, 4-year or above,0,2167105,0,46993120,49160225
Monmouth College,Private not-for-profit, 4-year or above,0,0,0,9273987.8,9273987.8
Monmouth University,Private not-for-profit, 4-year or above,0,310059.43,0,62494872.2,62804931.6
Monongalia County Technical Education Center,Public, less-than 2-year,0,0,0,152450,152450
Monroe 2 Orleans BOCES-Center for Workforce Development,Public, less-than 2-year,0,0,0,445056,445056
Monroe Community College,Public, 2-year,0,1043149.14,0,50764638.1,51807787.2
Monroe County Community College,Public, 2-year,0,1042356,0,6302056.3,7344412.3
Montana State University,Public, 4-year or above,5801349.36,65115585.83,5801349.36,85168981,156085916.2
Montana State University-Billings,Public, 4-year or above,41526,2030983.09,41526,21412546,23485055.1
Montana State University-Northern,Public, 4-year or above,0,1202870.25,0,6162324.1,7365194.3
Montana Tech of the University of Montana,Public, 4-year or above,23386.21,2327148.53,23386.21,10849026,13199560.7
Montcalm Community College,Public, 2-year,0,0,0,4980053,4980053
Montclair State University,Public, 4-year or above,0,4090059,0,148277293,152367352
Monterey Peninsula College,Public, 2-year,0,2111552,0,7592848,9704400
Montessori Casa International,Private not-for-profit, less-than 2-year,0,0,0,1750,1750
Montessori Education Center of the Rockies,Private not-for-profit, 4-year or above,0,0,0,108035,108035
Montessori Institute of Milwaukee,Private not-for-profit, 4-year or above,0,0,0,67680,67680
Montgomery College,Public, 2-year,7920,1065251.87,7920,41002094.7,42075266.6
Montgomery Community College,Public, 2-year,0,0,0,1072724.2,1072724.2
Montgomery County Community College,Public, 2-year,0,420254,0,26317192.9,26737446.9
Montreat College,Private not-for-profit, 4-year or above,0,0,0,8603720,8603720
Montserrat College of Art,Private not-for-profit, 4-year or above,0,0,0,4289210,4289210
Monty Tech,Public, less-than 2-year,0,0,0,425385,425385
Moore College of Art and Design,Private not-for-profit, 4-year or above,0,0,0,6794761,6794761
Moore Norman Technology Center,Public, 2-year,0,0,0,550195.2,550195.2
Moorpark College,Public, 2-year,0,0,0,12202521,12202521
Moraine Park Technical College,Public, 2-year,0,240466.83,0,7693971,7934437.8
Moraine Valley Community College,Public, 2-year,0,2592380.42,0,21228851.6,23821232
Moravian College,Private not-for-profit, 4-year or above,0,0,0,23962079,23962079
Morehead State University,Public, 4-year or above,111033.06,4053163.7,111033.06,54118437,58282633.8
Morehouse College,Private not-for-profit, 4-year or above,0,10988220,0,44238529,55226749
Morehouse School of Medicine,Private not-for-profit, 4-year or above,102639.36,36318369.96,102639.36,24482733,60903742.3
Moreno Valley College,Public, 2-year,0,2945256.01,0,11875071.1,14820327.1
Morgan Community College,Public, 2-year,0,0,0,2407559,2407559
Morgan State University,Public, 4-year or above,150000,19006366.93,150000,75154780.7,94311147.6
Morningside College,Private not-for-profit, 4-year or above,0,0,0,13517477.7,13517477.7
Morris College,Private not-for-profit, 4-year or above,0,3140927,0,8650627.8,11791554.8
Morris County Vocational School District,Public, less-than 2-year,0,0,0,237657.1,237657.1
Morrisville State College,Public, 4-year or above,0,0,0,29548876.9,29548876.9
Morton College,Public, 2-year,0,0,0,7087316,7087316
Motlow State Community College,Public, 2-year,0,545000,0,8065711,8610711
Mott Community College,Public, 2-year,0,1328545,0,31157295.9,32485840.9
Mount Aloysius College,Private not-for-profit, 4-year or above,0,645000,0,10965406,11610406
Mount Angel Seminary,Private not-for-profit, 4-year or above,0,0,0,69749,69749
Mount Carmel College of Nursing,Private not-for-profit, 4-year or above,0,0,0,8129772,8129772
Mount Holyoke College,Private not-for-profit, 4-year or above,0,1939396,0,11397746,13337142
Mount Ida College,Private not-for-profit, 4-year or above,0,0,0,12170800,12170800
Mount Marty College,Private not-for-profit, 4-year or above,0,0,0,9029221.1,9029221.1
Mount Mary University,Private not-for-profit, 4-year or above,0,1489136,0,13446599,14935735
Mount Mercy University,Private not-for-profit, 4-year or above,0,0,0,16430986,16430986
Mount Saint Joseph University,Private not-for-profit, 4-year or above,0,582764,0,20645698,21228462
Mount Saint Mary College,Private not-for-profit, 4-year or above,0,0,0,24072255,24072255
Mount Saint Mary's University,Private not-for-profit, 4-year or above,0,2912903.69,0,41661891.3,44574795
Mount St Mary's University,Private not-for-profit, 4-year or above,11030,5749,11030,18185898,18202677
Mount Vernon Nazarene University,Private not-for-profit, 4-year or above,0,449561,0,15155171.9,15604732.9
Mount Wachusett Community College,Public, 2-year,0,4031113.53,0,11886723,15917836.5
Mountain Empire Community College,Public, 2-year,0,654591,0,4706904.2,5361495.2
Mountain View College,Public, 2-year,0,447392.17,0,13094351.4,13541743.6
Mountainland Applied Technology College,Public, 2-year,0,0,0,763511,763511
Mountwest Community and Technical College,Public, 2-year,0,296916.68,0,5878628.3,6175545
Mt Hood Community College,Public, 2-year,0,10195942.7,0,16106765,26302707.7
Mt San Antonio College,Public, 2-year,0,1619532,0,39216998,40836530
Muhlenberg College,Private not-for-profit, 4-year or above,0,107972,0,13851220,13959192
Multnomah University,Private not-for-profit, 4-year or above,0,0,0,5249282.5,5249282.5
Murray State College,Public, 2-year,0,639068.53,0,8427387,9066455.5
Murray State University,Public, 4-year or above,-27136.99,5346200,-27136.99,53480837,58799900
Muskegon Community College,Public, 2-year,0,287045,0,7386086.8,7673131.8
Muskingum University,Private not-for-profit, 4-year or above,0,0,0,16424324.6,16424324.6
Napa Valley College,Public, 2-year,7933.33,1215957,7933.33,4966087.2,6189977.5
Nash Community College,Public, 2-year,0,-198982.58,0,7289127.2,7090144.6
Nashotah House,Private not-for-profit, 4-year or above,0,0,0,149485,149485
Nashua Community College,Public, 2-year,0,-104694.9,0,5302794.1,5198099.2
Nashville State Community College,Public, 2-year,0,0,0,23653623.9,23653623.9
Nassau Community College,Public, 2-year,0,1318781,0,46276124.2,47594905.2
National Conservatory of Dramatic Arts,Private not-for-profit, 2-year,0,0,0,141447,141447
National Louis University,Private not-for-profit, 4-year or above,0,806589.12,0,37046190.6,37852779.7
National Park College,Public, 2-year,0,880993.66,0,11088848,11969841.7
National University,Private not-for-profit, 4-year or above,18000,701183,18000,166929701.8,167648884.8
National University of Health Sciences,Private not-for-profit, 4-year or above,0,0,0,25517774,25517774
National University of Natural Medicine,Private not-for-profit, 4-year or above,0,628518,0,24754161.5,25382679.5
Naugatuck Valley Community College,Public, 2-year,0,1136833,0,11022089.7,12158922.7
Navajo Technical University,Public, 4-year or above,0,20950570.84,0,5055410.1,26005980.9
Navarro College,Public, 2-year,0,16797,0,27045620.6,27062417.6
Nazarene Bible College,Private not-for-profit, 4-year or above,0,0,0,2988564.4,2988564.4
Nazarene Theological Seminary,Private not-for-profit, 4-year or above,0,0,0,622401,622401
Nazareth College,Private not-for-profit, 4-year or above,0,319673,0,33157688,33477361
Nebraska Indian Community College,Public, 2-year,0,2806227,0,289274,3095501
Nebraska Methodist College of Nursing & Allied Health,Private not-for-profit, 4-year or above,0,711705,0,11595081,12306786
Nebraska Wesleyan University,Private not-for-profit, 4-year or above,0,0,0,16128752.4,16128752.4
Neighborhood Playhouse School of the Theater,Private not-for-profit, 2-year,0,0,0,623278,623278
Neosho County Community College,Public, 2-year,0,969630,0,4489654,5459284
Ner Israel Rabbinical College,Private not-for-profit, 4-year or above,0,0,0,367806,367806
Neumann University,Private not-for-profit, 4-year or above,0,638317,0,25549880.4,26188197.4
Nevada Regional Technical Center,Public, less-than 2-year,0,0,0,236576,236576
Nevada State College,Public, 4-year or above,0,1904897,0,18189421,20094318
New Brunswick Theological Seminary,Private not-for-profit, 4-year or above,0,0,0,1189168,1189168
New College of Florida,Public, 4-year or above,0,428577,0,3417462,3846039
New England College,Private not-for-profit, 4-year or above,0,446983,0,27294869,27741852
New England College of Optometry,Private not-for-profit, 4-year or above,0,988760,0,12274255,13263015
New England Institute of Technology,Private not-for-profit, 4-year or above,0,0,0,33307980,33307980
New England Law-Boston,Private not-for-profit, 4-year or above,0,0,0,17404978,17404978
New Hampshire Institute of Art,Private not-for-profit, 4-year or above,0,0,0,3181570,3181570
New Hope Christian College-Eugene,Private not-for-profit, 4-year or above,0,0,0,664696.4,664696.4
New Jersey City University,Public, 4-year or above,0,2253005.78,0,51263953.9,53516959.7
New Jersey Institute of Technology,Public, 4-year or above,14921104.08,22796676,14921104.08,59065857.9,96783638
New Mexico Highlands University,Public, 4-year or above,0,2683022.86,0,15538535.7,18221558.6
New Mexico Institute of Mining and Technology,Public, 4-year or above,230787.02,38645707.24,230787.02,5821377.8,44697872.1
New Mexico Junior College,Public, 2-year,0,64667.31,0,3779553,3844220.3
New Mexico Military Institute,Public, 2-year,30388,0,30388,1121269,1151657
New Mexico State University-Main Campus,Public, 4-year or above,14740187.03,42209217.96,14740187.03,89744043.9,146693448.9
New River Community College,Public, 2-year,0,0,0,5057678.8,5057678.8
New York Academy of Art,Private not-for-profit, 4-year or above,0,0,0,3013501,3013501
New York Chiropractic College,Private not-for-profit, 4-year or above,0,0,0,22890599,22890599
New York College of Health Professions,Private not-for-profit, 4-year or above,0,0,0,4506406.2,4506406.2
New York College of Podiatric Medicine,Private not-for-profit, 4-year or above,0,0,0,8787312,8787312
New York College of Traditional Chinese Medicine,Private not-for-profit, 4-year or above,0,0,0,1008698,1008698
New York Institute of Technology,Private not-for-profit, 4-year or above,849613.74,4007846,849613.74,128059753,132917212.7
New York Law School,Private not-for-profit, 4-year or above,14680,0,14680,28964241,28978921
New York Medical College,Private not-for-profit, 4-year or above,235638.98,10518357,235638.98,45064713,55818709
New York Methodist Hospital Center for Allied Health Education,Private not-for-profit, 2-year,0,0,0,3091183.5,3091183.5
New York University,Private not-for-profit, 4-year or above,11596351.04,407454439.5,11596351.04,680604913.4,1099655704
Newberry College,Private not-for-profit, 4-year or above,0,0,0,11791149.5,11791149.5
Newbury College,Private not-for-profit, 4-year or above,0,0,0,7412962,7412962
Newman University,Private not-for-profit, 4-year or above,0,0,0,12988893,12988893
NHTI-Concord's Community College,Public, 2-year,0,0,0,11512653,11512653
Niagara County Community College,Public, 2-year,0,201633,0,16848928,17050561
Niagara University,Private not-for-profit, 4-year or above,0,0,0,27444395.6,27444395.6
Nicholls State University,Public, 4-year or above,0,252181,0,36615874.1,36868055.1
Nichols College,Private not-for-profit, 4-year or above,0,0,0,15397272.1,15397272.1
Nicolet Area Technical College,Public, 2-year,22340.4,-6296.38,22340.4,2875057,2891101
Norco College,Public, 2-year,0,3774546.37,0,10130972.9,13905519.3
Norfolk State University,Public, 4-year or above,0,17410084.33,0,61508266.4,78918350.7
Normandale Community College,Public, 2-year,0,836538.27,0,26363297,27199835.3
North American University,Private not-for-profit, 4-year or above,0,0,0,1105468.6,1105468.6
North Arkansas College,Public, 2-year,0,1869529.18,0,4624632.9,6494162.1
North Bennet Street School,Private not-for-profit, 2-year,0,0,0,874151.5,874151.5
North Carolina A & T State University,Public, 4-year or above,983725,36049201.28,983725,122569149.5,159602075.8
North Carolina Central University,Public, 4-year or above,0,26932730,0,116772082.4,143704812.4
North Carolina State University at Raleigh,Public, 4-year or above,1922208.15,185189226.1,1922208.15,146408859.1,333520293.4
North Carolina Wesleyan College,Private not-for-profit, 4-year or above,0,424197,0,18847413.4,19271610.4
North Central College,Private not-for-profit, 4-year or above,0,0,0,23501934,23501934
North Central Kansas Technical College,Public, 2-year,0,0,0,4555282.1,4555282.1
North Central Michigan College,Public, 2-year,0,0,0,4076914,4076914
North Central Missouri College,Public, 2-year,0,2753831,0,5600679.4,8354510.4
North Central State College,Public, 2-year,0,1134384.7,0,5196897.8,6331282.5
North Dakota State College of Science,Public, 2-year,0,-7111.44,0,11114027.1,11106915.7
North Dakota State University-Main Campus,Public, 4-year or above,25558.86,31032350.33,25558.86,65250088,96307997.2
North Florida Community College,Public, 2-year,0,295820,0,2145609.7,2441429.7
North Georgia Technical College,Public, 2-year,0,0,0,6105685.3,6105685.3
North Greenville University,Private not-for-profit, 4-year or above,0,0,0,20079259,20079259
North Hennepin Community College,Public, 2-year,0,950612,0,19759001,20709613
North Idaho College,Public, 2-year,0,3479122.4,0,11807337.9,15286460.3
North Iowa Area Community College,Public, 2-year,0,900667,0,6893178,7793845
North Lake College,Public, 2-year,0,342472,0,12925463.6,13267935.6
North Park University,Private not-for-profit, 4-year or above,0,0,0,22705528.8,22705528.8
