"opeid","school","subsidized13","unsubsidized13","parent13","grad_plus13","grants13","perkins13","FSEOG13","FWS13","subsidized14","unsubsidized14","parent14","grad_plus14","grants14","perkins14","FSEOG14","FWS14","subsidized15","unsubsidized15","parent15","grad_plus15","grants15","perkins15","FSEOG15","FWS15","subsidized16","unsubsidized16","parent16","grad_plus16","grants16","perkins16","FSEOG16","FWS16","subsidized17","unsubsidized17","parent17","grad_plus17","grants17","perkins17","FSEOG17","FWS17"
"00196400","GEORGETOWN COLLEGE",2624504,5910291,1736688,0,1831577,205507,368264,117548,2457522,4828498,1607927,0,1887889,207702,335504,115501,2362915,4400531,2078080,0,1746400.9,197957,262667,115501,2038397,5315764,2481304,0,2014581.77,187543,163018,115501,2191143,6656953,2789821,0,2594267.27,122493,115501,192454
"02323700","PAT WILSON'S BEAUTY COLLEGE",110105,92695,0,0,285050,NA,NA,NA,116908,154986,0,0,316429,NA,NA,NA,104918,162615,0,0,192579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02560800","SOUTHEAST SCHOOL OF COSMETOLOGY",106311,104111,0,0,192862,NA,NA,NA,121035,140750,0,0,233630,NA,NA,NA,103328,105437,0,0,144089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00202200","NOTRE DAME SEMINARY",0,11048,0,0,NA,NA,NA,NA,0,8405,0,0,NA,NA,NA,NA,0,4563,0,0,NA,NA,NA,NA,0,12760,0,0,NA,NA,NA,NA,0,31627,0,0,NA,NA,NA,NA
"04217000","HEALTHCARE TRAINING INSTITUTE",61954,91693,0,0,34955,NA,NA,NA,72160,110328,0,0,26812,NA,NA,NA,200822,309500,0,0,291088.21,NA,NA,NA,163311,247975,0,0,266491,NA,NA,NA,236828,356166,0,0,373331.31,NA,NA,NA
"00214900","EPISCOPAL DIVINITY SCHOOL",0,413629,0,0,NA,17250,NA,NA,0,317520,0,11375,NA,8803,NA,NA,0,182759,0,0,NA,13405,NA,NA,0,152777,0,0,NA,13776,NA,NA,0,89585,0,2127,NA,NA,NA,NA
"00220200","BLESSED JOHN XXIII NATIONAL SEMINARY",0,10250,0,0,NA,NA,NA,NA,0,6000,0,0,NA,NA,NA,NA,0,5000,0,0,NA,NA,NA,NA,0,16000,0,0,NA,NA,NA,NA,0,17000,0,0,NA,NA,NA,NA
"00552300","BLUE HILLS REGIONAL TECHNICAL SCHOOL",104692,144977,7503,0,94772,NA,NA,NA,141918,216410,6125,0,115658,NA,NA,NA,112315,177192,11463,0,122239,NA,NA,NA,129477,201644,23526,0,149961.32,NA,NA,NA,110874,202341,26056,0,94711.5,NA,NA,NA
"02274300","CONWAY SCHOOL OF LANDSCAPE DESIGN",0,164000,0,245187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,291600,0,214020,NA,NA,NA,NA,0,209350,0,132889,NA,NA,NA,NA,0,178250,0,130552,NA,NA,NA,NA
"00209600","ST. MARY'S SEMINARY & UNIVERSITY",0,35261,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03667300","FAITH THEOLOGICAL SEMINARY",15833,143146,0,0,31393,NA,NA,NA,51415,350776,0,0,78843,NA,NA,NA,63980,385250,0,0,101367,NA,NA,NA,80648,451781,0,11352,145004,NA,NA,NA,127878,567686,0,22704,141536,NA,NA,NA
"04211700","HARMON'S BEAUTY SCHOOL",32388,44831,0,0,40779,NA,NA,NA,30848,33954,0,0,40009,NA,NA,NA,40047,46435,0,0,52732,NA,NA,NA,17250,15784,0,0,14214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03284300","MICHIGAN JEWISH INSTITUTE",14088,9500,0,0,8997021,NA,NA,40383,37970,10630,0,0,9287292,19076,NA,84790,40750,21409,0,0,10371298,35437,NA,79736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00236600","CROSSROADS COLLEGE",368121,328608,8212,0,308249,14562,NA,12282,318949,288560,1000,0,256782,15460,NA,10574,248388,208908,25688,0,220746,11590,NA,10470,123374,116210,24687,0,100748.66,13532,NA,7364,NA,NA,NA,NA,NA,NA,NA,NA
"00247600","KENRICK - GLENNON SEMINARY",3500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00544500","TRUMAN MEDICAL CENTER SCHOOL OF NURSE ANESTHESIA",0,494500,0,332950,NA,NA,NA,NA,0,360500,0,220609,NA,NA,NA,NA,0,116000,0,65120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02203400","NEVADA REGIONAL TECHNICAL CENTER",22750,39000,0,0,32225,NA,NA,NA,52500,80000,0,0,76689,NA,NA,NA,45500,79500,8000,0,62160,NA,NA,NA,53065,84686,0,0,91551,NA,NA,NA,38500,62500,0,0,68087.34,NA,NA,NA
"02497500","CLINTON TECHNICAL SCHOOL",100809,147477,0,0,147582,NA,NA,NA,100011,94010,0,0,154862,NA,NA,NA,87385,102288,0,0,130988,NA,NA,NA,89656,96229,4500,0,98564,NA,NA,NA,60334,116112,10750,0,112292.08,NA,NA,NA
"04146100","URSHAN GRADUATE SCHOOL OF THEOLOGY",0,201043,0,0,NA,NA,NA,NA,0,155139,0,0,NA,NA,NA,NA,0,260691,0,0,NA,NA,NA,NA,0,97077,0,0,NA,NA,NA,NA,0,151162,0,0,NA,NA,NA,NA
"04212100","ACADEMY OF SALON PROFESSIONALS",35589,29372,0,0,37099,NA,NA,NA,65442,67494,3500,0,108629,NA,NA,NA,101783,111633,8828,0,122053,NA,NA,NA,139680,156796,9000,0,153915,NA,NA,NA,139918,144846,0,0,185941,NA,NA,NA
"00647800","MERCY SCHOOL OF NURSING",257476,305068,0,0,80714,NA,NA,NA,228927,275063,3900,0,79551,NA,NA,NA,135296,156237,25130,0,49117,NA,NA,NA,24750,17185,0,0,9346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03104200","CAROLINAS COLLEGE OF HEALTH SCIENCES",811973,1092815,13715,0,127111,16395,NA,18299,829255,913037,44324,0,265343,13545,NA,17845,791993,879383,19862,0,343923,22283,NA,16876,745642,827209,30450,0,281002,22637,NA,17338,829175,1049494,48442,0,383255,NA,13968,21369
"03087200","MOLER BARBER COLLEGE OF HAIR STYLING",11890,21980,0,0,13521,NA,NA,NA,27467,32533,0,0,41670,NA,NA,NA,14425,38329,0,0,37303,NA,NA,NA,15204,21524,0,0,36716,NA,NA,NA,24500,38700,0,0,31713,NA,NA,NA
"00257600","MONADNOCK COMMUNITY COLLEGE",0,5000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04181400","BEST CARE TRAINING INSTITUTE",21133,14811,0,0,429947,NA,NA,NA,251902,146438,0,0,399094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04144800","INTERNATIONAL ACADEMY OF STYLE",299124,261016,0,0,374321,NA,NA,NA,429032,335823,21000,0,589185,NA,NA,NA,253124,224034,23448,0,377781.5,NA,NA,NA,262150,268428,47784,0,322891,NA,NA,NA,258595,223137,36049,0,327620.5,NA,NA,NA
"00266900","BANK STREET COLLEGE OF EDUCATION",0,6957279,0,726714,23760,101037,30491,NA,0,5431036,0,517425,7724,83777,23059,NA,0,4653566,0,535810,4177,123740,83090,NA,0,5979550,0,575456,932,107204,89419,NA,0,5318090,0,800945,NA,NA,NA,89172
"00289000","UNION THEOLOGICAL SEMINARY",0,2418080,0,640925,NA,117110,198500,NA,0,1291947,0,502421,NA,82114,86500,NA,0,3206453,0,1131228,NA,57124,94416,NA,0,2135245,0,941981,NA,34515,142000,NA,0,2008853,0,914221,NA,NA,NA,NA
"00644300","COCHRAN SCHOOL OF NURSING SAINT JOHN'S RIVERSIDE HOSP",183096,362444,3500,0,96011,NA,NA,NA,186625,399680,0,0,104389,NA,NA,NA,102336,205661,0,0,60235,NA,NA,NA,315791,637907,0,0,176455.72,NA,NA,NA,241839,499286,0,0,116582,NA,NA,NA
"00924800","SAMARITAN HOSPITAL SCHOOL OF NURSING",421696,488006,0,0,201897,NA,NA,NA,420303,482817,0,0,217762,NA,NA,NA,428903,552645,0,0,203700,NA,NA,NA,330886,568015,0,0,194962,NA,NA,NA,364544,631519,0,0,212955,NA,NA,NA
"01220300","MEMORIAL HOSPITAL SCHOOL OF NURSING",256120,265457,0,0,108839,NA,NA,NA,239632,290373,0,0,113283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02540800","GLOBE INSTITUTE OF TECHNOLOGY",676145,368317,15216,0,2641133,43961,NA,52823,733684,470072,61983,0,2495963,48019,NA,68015,863115,606802,36625,0,2088752,60401,NA,68708,510535,312808,74166,0,1475192,41745,NA,65226,NA,NA,NA,NA,NA,NA,6933,10353
"03096200","CHARLES STUART SCHOOL",14000,16250,0,0,63436,NA,NA,7164,12250,21000,0,0,55625,NA,NA,5851,14000,24000,0,0,63950,NA,NA,7416,12250,19000,0,0,61660.15,NA,NA,7165,NA,NA,NA,NA,43300,NA,7167,NA
"03651300","SAINT JOSEPH'S MEDICAL CENTER SCHOOL OF RADIOGRAPHY",58000,69000,0,0,40423,NA,NA,NA,18000,22210,0,0,2822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03665400","CHRISTIE'S EDUCATION",0,408721,0,336010,NA,NA,NA,NA,0,202176,0,301057,NA,NA,NA,NA,0,207420,0,277619,NA,NA,NA,NA,0,81776,0,125420,NA,NA,NA,NA,0,185720,0,273613,NA,NA,NA,NA
"03983300","SCHOOL OF PROFESSIONAL HORTICULTURE, AT THE N. Y. BOTANICAL GARDE",21250,33000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04102300","NEW AGE TRAINING",87246,2000,0,0,866414,NA,NA,NA,307758,38671,0,0,727130,NA,NA,NA,609284,147044,847,0,1001181,NA,NA,NA,596739,306520,2852,0,1173800,NA,NA,NA,711986,699841,45472,0,1240123,NA,NA,NA
"04137700","ANN MARIE'S WORLD OF BEAUTY SCHOOL",20734,12030,0,0,25959,NA,NA,NA,3500,8921,0,0,1495,NA,NA,NA,3500,830,0,0,4864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04157500","ACCESS CAREERS",162750,251650,8000,0,323369,NA,NA,NA,216344,282183,20000,0,351672,NA,NA,NA,78010,126000,2155,0,222046,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04210700","NEW YORK INSTITUTE OF BEAUTY",17344,35177,0,0,44210,NA,NA,NA,131756,202397,0,0,173598,NA,NA,NA,162438,225980,8755,0,160055,NA,NA,NA,184760,253424,4970,0,240503,NA,NA,12001,142110,223305,0,0,196339.3,NA,15200,NA
"04212500","CACTUS ACADEMY (THE)",197557,308569,112629,0,237069,NA,NA,NA,222096,356101,100344,0,223770,NA,NA,NA,284798,441120,210850,0,354662,NA,NA,NA,188806,226315,120674,0,202342.9,NA,NA,NA,750,777,0,0,NA,NA,NA,NA
"00406000","WINEBRENNER THEOLOGICAL SEMINARY",0,243196,0,0,NA,NA,NA,NA,0,194666,0,0,NA,NA,NA,NA,0,468653,0,0,NA,NA,NA,NA,0,376721,0,0,NA,NA,NA,NA,0,525973,0,0,NA,NA,NA,NA
"00747300","CHOFFIN CAREER & TECHNICAL CENTER",95716,74225,0,0,337073,NA,NA,NA,209777,229620,4420,0,376886,NA,NA,NA,200122,223016,3250,0,206609.08,NA,NA,NA,141529,187812,14400,0,240216.16,NA,NA,NA,63000,102294,8650,0,100070,NA,NA,NA
"03024300","VALLEY BEAUTY SCHOOL",11382,14500,1209,0,74217,NA,NA,NA,14134,5500,9000,0,184874,NA,NA,NA,20283,10500,0,0,55500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03457300","ALLEGHENY WESLEYAN COLLEGE",3500,0,0,0,100539,NA,NA,6249,12800,0,0,0,159416,NA,NA,4249,12550,1000,2000,0,198165.5,NA,NA,6249,7250,0,0,0,175113.5,NA,NA,6249,11765,1735,0,0,187378,NA,6249,NA
"00317400","OKLAHOMA PANHANDLE STATE UNIVERSITY",1146117,1031806,88234,0,1925608,31772,NA,32000,2450846,2468773,251225,0,2355780,45035,NA,61409,1897399,1896959,226497,0,2324866.5,34208,NA,44112,1700856,1728622,307947,0,2138964.48,35804,NA,30874,1502032,1752683,314965,0,1927261,NA,25951,39144
"00536500","YORK COUNTY SCHOOL OF TECHNOLOGY",196610,303057,15068,0,209898,NA,NA,NA,250214,363913,19983,0,276819,NA,NA,NA,295361,439860,16172,0,344390,NA,NA,NA,273759,444086,38500,0,371799,NA,NA,NA,293153,510656,70552,0,414138,NA,NA,NA
"00657800","SHARON REGIONAL HEALTH SYSTEM SCHOOL OF NURSING",90144,77348,0,0,101131,NA,NA,NA,19424,19366,0,0,22573,NA,NA,NA,113817,127300,8850,0,113105,NA,NA,NA,70971,110670,14917,0,92122,NA,NA,NA,73819,105044,4333,0,109240.78,NA,NA,NA
"01313400","YESHIVATH BETH MOSHE",86000,0,0,0,83100,35920,NA,57728,117500,0,0,0,103280,35310,NA,57728,NA,NA,NA,NA,123035,32041,NA,61576,NA,NA,NA,NA,122645,31338,NA,61576,NA,NA,NA,NA,96286,NA,59507,37764
"02273400","RECONSTRUCTIONIST RABBINICAL COLLEGE",0,455228,0,30100,NA,NA,NA,NA,0,523900,0,32100,NA,NA,NA,NA,0,439368,0,30000,NA,NA,NA,NA,0,398329,0,21250,NA,NA,NA,NA,0,378689,0,79000,NA,NA,NA,NA
"04167500","WORLD A CUTS BARBER INSTITUTE",158395,236133,0,0,223688,NA,NA,NA,210159,294277,0,0,287993,NA,NA,NA,15750,27000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00659100","SAINT JOSEPH SCHOOL OF NURSING",429650,531561,41821,0,291352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02338600","CHARZANNE BEAUTY COLLEGE",74033,26200,0,0,261167,NA,NA,6739,114013,108952,4102,0,180345,NA,NA,5553,86518,91504,0,0,151900,NA,NA,6876,123892,108564,5000,0,247669,NA,NA,7136,81855,75850,10000,0,186560,NA,8650,NA
"00349400","HIWASSEE COLLEGE",250292,273577,90145,0,643470,68439,NA,99600,659378,661218,97866,0,745157,61649,NA,72496,698296,768247,193798,0,800820.41,68430,NA,68471,694780,699900,284914,0,812924.22,82571,NA,75496,675164,665600,258988,0,784309.55,NA,75496,68062
"00356400","EAST TEXAS BAPTIST UNIVERSITY",3130495,4072641,1262944,22291,2453617,129972,104500,60500,3037412,4088113,1570510,12854,2472132,206667,248750,77199,3111295,4150876,2049632,0,2416596,129972,97525,63121,3147468,4474943,2617468,11561,2414595,129972,46438,64251,3038844,4366035,2356817,28531,2571101,18000,68612,129972
"00359500","OBLATE SCHOOL OF THEOLOGY",0,22454,0,23400,NA,NA,NA,NA,0,28917,0,25965,NA,NA,NA,NA,0,15455,0,6000,NA,NA,NA,NA,0,22328,0,0,NA,NA,NA,NA,0,20761,0,0,NA,NA,NA,NA
"00360000","PANOLA COLLEGE",2218804,1671708,3500,0,5065717,35984,NA,32126,2126477,1542200,21946,0,5201127,35984,NA,32126,2074559,1421392,8534,0,5193065.88,35984,NA,32126,2026135,1899982,8000,0,5274569.9,35984,NA,32126,1872044,2149950,25892,0,5259934.44,NA,32126,35220
"04187800","CYBERTEX INSTITUTE OF TECHNOLOGY",214326,310908,20654,0,277013,NA,NA,NA,344877,493898,1386,0,651712,NA,NA,NA,571277,623965,41965,0,846963,NA,NA,NA,660321,949741,37011,0,986884,NA,NA,NA,730597,1120456,108542,0,1053035,NA,NA,NA
"01004300","BON SECOURS MEMORIAL COLLEGE OF NURSING",954793,1178396,3000,0,258565,22730,NA,20850,1069380,1459350,12000,0,430454,23146,NA,22866,1054469,1503419,19926,0,454780,24060,NA,19000,1092398,1536144,15926,0,394829.35,22385,NA,19058,873347,1173730,30008,0,252163.61,NA,19057,22284
"02358500","BON SECOURS ST MARY'S HOSPITAL SCHOOL OF MEDICAL IMAGING",86919,99187,11000,0,61802,NA,NA,NA,92187,88775,9170,0,38600,NA,NA,NA,60754,56431,6292,0,31583,NA,NA,NA,30049,60275,0,0,18029,NA,NA,NA,65625,79212,0,0,18255,NA,NA,NA
"03110800","BAKKE GRADUATE UNIVERSITY",0,136717,0,3588,NA,NA,NA,NA,0,284909,0,0,NA,NA,NA,NA,0,342887,0,2019,NA,NA,NA,NA,0,258346,0,1477,NA,NA,NA,NA,0,289245,0,5426,NA,NA,NA,NA
"03280300","SEATTLE INSTITUTE OF ORIENTAL MEDICINE",0,402799,0,243409,NA,NA,NA,NA,0,436887,0,286697,NA,NA,NA,NA,0,403553,0,248383,NA,NA,NA,NA,0,323738,0,232132,NA,NA,NA,NA,0,231933,0,87555,NA,NA,NA,NA
"02078000","SACRED HEART SEMINARY AND SCHOOL OF THEOLOGY",0,6844,0,0,NA,NA,NA,NA,0,5511,0,0,NA,NA,NA,NA,0,6561,0,0,NA,NA,NA,NA,0,13418,0,0,NA,NA,NA,NA,0,14527,0,0,NA,NA,NA,NA
"01257300","WEST VIRGINIA UNIVERSITY HOSPITALS",43750,46885,0,0,17419,NA,NA,NA,33839,44360,0,0,6584,NA,NA,NA,31542,38976,0,0,5091,NA,NA,NA,25925,66542,7000,0,10498,NA,NA,NA,32516,86116,7000,0,17896,NA,NA,NA
"04220000","DESIGNER BARBER & STYLIST SCHOOL",47811,58598,0,0,84982,NA,NA,NA,138035,126248,7800,0,216690,NA,NA,NA,119353,132420,0,0,219096.96,NA,NA,NA,102470,120256,0,0,140268.87,NA,NA,NA,191380,235618,0,0,295263.99,NA,NA,NA
"04217600","SESSIONS COLLEGE FOR PROFESSIONAL DESIGN",43513,31192,0,0,73874,NA,NA,NA,204212,241636,7560,0,215866,NA,NA,NA,365093,453534,7076,0,297716,NA,NA,NA,401263,629275,2460,0,356696,NA,NA,NA,391044,655988,0,0,412787,NA,NA,NA
"04157800","GRACE MISSION UNIVERSITY",33000,63068,0,0,128833,NA,NA,NA,37250,100564,0,0,225475,NA,NA,NA,57000,70633,0,0,210540,NA,NA,NA,66250,203011,0,0,254674,NA,NA,NA,13500,88270,0,0,176887,NA,NA,NA
"04181600","INTEGRITY COLLEGE OF HEALTH",10575,3871,0,0,NA,NA,NA,NA,121828,140478,0,0,197177,NA,NA,NA,241839,276354,9000,0,282148.62,NA,NA,NA,180316,246053,9000,0,199283.51,NA,NA,NA,234384,302932,5000,0,297932.94,NA,NA,NA
"04210600","ADVANCED COMPUTING INSTITUTE",47312,65891,0,0,215071,NA,NA,NA,110217,133946,0,0,550165,NA,NA,NA,152974,120750,0,0,689296,NA,NA,NA,58417,59018,0,0,445136,15314,NA,7950,174958,288708,32000,0,762010.5,NA,10850,9092
"04212000","LAWRENCE & COMPANY COLLEGE OF COSMETOLOGY",55350,18732,0,0,242783,NA,NA,NA,156736,104082,9848,0,308544,NA,NA,NA,219669,77171,0,0,341611,NA,NA,NA,194961,96247,0,0,256882,NA,NA,NA,195053,94819,0,0,282101,NA,NA,NA
"04215100","CALIFORNIA CAREER INSTITUTE",309313,403439,34294,0,206828,NA,NA,NA,432968,669576,16405,0,650797,NA,NA,NA,637442,920636,40729,0,733997.01,6414,NA,7481,669664,968987,119073,0,731725.43,11258,NA,17557,477831,719607,62878,0,607358.48,NA,14853,6551
"04216300","UEI COLLEGE",51414,83970,31513,0,19845,NA,NA,NA,40200,68267,0,0,53608,NA,NA,NA,3400,19594,4554,0,15149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04221800","TONI&GUY HAIRDRESSING ACADEMY",43521,51178,8000,0,84587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04222200","FAB SCHOOL (THE)",21472,31956,11986,0,34349,NA,NA,NA,162993,159929,500239,0,161281,NA,NA,NA,135194,148352,545895,0,147559,NA,NA,5000,161457,199143,860697,0,232785,NA,NA,5980,214540,227272,1323451,0,306570,NA,11200,NA
"04228100","HIGH DESERT MEDICAL COLLEGE",10771,7229,0,0,NA,NA,NA,NA,756610,955468,41253,0,1093116,NA,NA,NA,1363468,1929770,198799,0,1892001.7,NA,NA,NA,1736216,2280789,410511,0,2380854.57,13204,NA,18028,2084947,2614092,591490,0,2686791.67,NA,35117,28104
"04237100","SALON PROFESSIONAL ACADEMY (THE)",3500,6000,0,0,NA,NA,NA,NA,150624,223653,0,0,94909,NA,NA,NA,279603,416182,0,0,258083,NA,NA,NA,297415,383428,0,0,322485.69,NA,NA,NA,301739,386465,6774,0,324309.67,NA,NA,NA
"04221400","PAUL MITCHELL THE SCHOOL DENVER",17500,12000,0,0,6044,NA,NA,NA,286938,334707,9998,0,254045,NA,NA,NA,394253,403680,56997,0,402022,NA,NA,NA,499074,532647,34953,0,448160.54,NA,NA,NA,553162,622053,48125,0,544741.79,NA,NA,NA
"04219200","ACE COSMETOLOGY & BARBERING TRAINING CENTER",16300,11500,0,0,33934,NA,NA,NA,59980,21344,0,0,107883,NA,NA,NA,36910,12503,0,0,86354,NA,NA,NA,55500,42524,0,0,100931.22,NA,NA,NA,134190,157852,1500,0,233202.87,NA,NA,NA
"04224200","BELLE ACADEMY OF COSMETOLOGY",4787,6769,0,0,6684,NA,NA,NA,21742,27741,1800,0,69595,NA,NA,NA,40250,48986,8305,0,89659,NA,NA,NA,25726,18170,0,0,52075.96,NA,NA,NA,29111,25350,3800,0,40410.14,NA,NA,NA
"04230900","RICCI'S ACADEMY OF COSMETOLOGY",3500,2000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00936700","UNIVERSITY OF PRINCE EDWARD ISLAND",28750,902500,12000,1504858,NA,NA,NA,NA,85500,1977327,66686,4473833,NA,NA,NA,NA,56250,1408400,50000,2474148,NA,NA,NA,NA,32977,1464500,24000,2828142,NA,NA,NA,NA,54078,1501127,30112,3246031,NA,NA,NA,NA
"01057400","LONDON INTERNATIONAL FILM SCHOOL",0,150332,0,159224,NA,NA,NA,NA,0,116164,0,274195,NA,NA,NA,NA,0,245832,0,544518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02108600","LONDON ACADEMY OF MUSIC & DRAMATIC ART",25500,26031,49470,0,NA,NA,NA,NA,29669,66168,175098,0,NA,NA,NA,NA,36666,339127,285140,494281,NA,NA,NA,NA,61665,433402,285004,604187,NA,NA,NA,NA,50172,225003,222034,233722,NA,NA,NA,NA
"02324900","EMMANUEL BIBLE COLLEGE",5500,7000,0,0,NA,NA,NA,NA,5500,7000,0,0,NA,NA,NA,NA,5500,7000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02545700","GLASGOW SCHOOL OF ART",10333,237824,22000,139318,NA,NA,NA,NA,11166,179408,0,102005,NA,NA,NA,NA,8500,260584,0,208353,NA,NA,NA,NA,6334,300435,0,228236,NA,NA,NA,NA,19458,309391,90186,153061,NA,NA,NA,NA
"03335300","MEDICAL UNIVERSITY OF SILESIA (THE)",0,41000,0,81200,NA,NA,NA,NA,20000,617029,61996,810432,NA,NA,NA,NA,13500,989436,32754,1822442,NA,NA,NA,NA,34000,846709,125111,1229321,NA,NA,NA,NA,39297,681151,99930,906297,NA,NA,NA,NA
"03335400","CANADIAN UNIVERSITY COLLEGE",62128,35682,0,0,NA,NA,NA,NA,71265,47235,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03741300","ALRA (ACADEMY OF LIVE AND RECORDED ARTS)",4500,6000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03770300","NAZARENE THEOLOGICAL COLLEGE",5500,12250,0,0,NA,NA,NA,NA,0,10250,0,0,NA,NA,NA,NA,0,14900,0,0,NA,NA,NA,NA,0,22125,0,7262,NA,NA,NA,NA,1750,44113,0,7000,NA,NA,NA,NA
"03794400","ANGLO EUROPEAN COLLEGE OF CHIROPRACTIC",0,47220,0,0,NA,NA,NA,NA,0,14280,0,0,NA,NA,NA,NA,0,27113,0,23520,NA,NA,NA,NA,0,20500,0,21833,NA,NA,NA,NA,0,13667,0,12612,NA,NA,NA,NA
"04128700","HERTIE SCHOOL OF GOVERNANCE",0,87442,0,23688,NA,NA,NA,NA,0,288028,0,108930,NA,NA,NA,NA,0,251654,0,97388,NA,NA,NA,NA,0,384345,0,94704,NA,NA,NA,NA,0,644514,0,119771,NA,NA,NA,NA
"04183900","CETYS UNIVERSIDAD",69415,40210,0,0,NA,NA,NA,NA,233635,154115,0,0,NA,NA,NA,NA,312223,161930,0,0,NA,NA,NA,NA,379481,190112,0,0,NA,NA,NA,NA,442658,279448,0,0,NA,NA,NA,NA
"02188900","HOBE SOUND BIBLE COLLEGE",32634,0,0,0,430815,5678,NA,10817,280157,139195,0,0,535518,5678,NA,10817,142728,75429,0,0,492335.28,5678,NA,10817,112351,91530,0,0,481311.52,6227,NA,10817,67450,96900,0,0,466134.1,NA,10977,8251
"04210800","ULTRASOUND MEDICAL INSTITUTE",27250,43000,0,0,53276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04213200","KAIZEN BEAUTY ACADEMY",32606,52111,0,0,41817,NA,NA,NA,31125,52207,0,0,73878,NA,NA,NA,55983,62561,5540,0,98690,NA,NA,NA,49657,51362,24886,0,92373.11,NA,NA,NA,57027,78136,0,0,77648,NA,NA,NA
