"cfda_number","family","program_title","agency","subagency","Recipient","obligation"
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of Kentucky",706730
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of Louisville",910842
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of Maryland-College Park",479818
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of Massachusetts-Boston",106100
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of Miami",361808
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of Michigan-Ann Arbor",846254.84
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of Minnesota-Twin Cities",2017063.29
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of Missouri-Columbia",-85.91
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of Nebraska-Lincoln",1465541
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of North Carolina at Chapel Hill",1785835.85
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of North Carolina at Charlotte",-14921.99
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of Northern Colorado",375430
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of Oklahoma-Health Sciences Center",423597.04
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of Oklahoma-Norman Campus",398988
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of Oregon",5670749.08
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of Pennsylvania",93358
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of South Florida",458201
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of Virginia",99436
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of Washington",764677
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","University of Wisconsin-Madison",122167
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","Vanderbilt University",3737920.01
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","Virginia Commonwealth University",119384
"84.324","Research Support Programs","Research in Special Education","Department of Education","Department of Education","Weber State University",103040
"93.07","Medical R&D (Infectious Diseases)","Environmental Public Health and Emergency Response","Department of Health and Human Services","Centers for Disease Control and Prevention","Florida State University",213713
"93.07","Medical R&D (Infectious Diseases)","Environmental Public Health and Emergency Response","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Illinois at Chicago",213713
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Baylor College of Medicine",455968
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Brown University",677077
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","California Institute of Technology",458802
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Case Western Reserve University",481283
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Columbia University in the City of New York",240000
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Cornell University",947373
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Davidson College",102005
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Duke University",2785141
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Florida International University",412180
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Georgetown University",647390
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Georgia State University",1331961
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Harvard University",119122
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Johns Hopkins University",1960964
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Louisiana State University",73926
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Marshall University",257396
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Massachusetts Institute of Technology",562946
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Medical University of South Carolina",921504
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","New York University",-80580
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Northeastern University",78500
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Ohio State University",488452
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Oregon Health & Science University",501748
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Pardee RAND Graduate School",-214
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Pennsylvania State University",1148287
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Portland State University",718706
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","San Diego State University",451501
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","The University of Tennessee-Health Science Center",-257806
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","The University of Texas Health Science Center at Houston",717124
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","The University of Texas MD Anderson Cancer Center",923215
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Alabama at Birmingham",135719
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Arizona",452223
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of California-Davis",231600
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of California-Irvine",334909
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of California-Los Angeles",468000
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of California-Riverside",1193789
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of California-San Diego",1271319
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of California-San Francisco",1499765
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Florida",325317
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Hawaii at Manoa",478264
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Houston",331443
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Illinois at Chicago",1052101
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Louisville",748154
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Maryland-Baltimore County",228750
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Maryland-College Park",-24896
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Michigan-Ann Arbor",3603351
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Minnesota-Twin Cities",2103449
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Nebraska Medical Center",83262
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of North Carolina at Chapel Hill",-4743
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Oklahoma-Health Sciences Center",988125
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Oklahoma-Norman Campus",118494
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Pennsylvania",3488374
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Pittsburgh-Pittsburgh Campus",-4036901
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Rochester",787689
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Southern California",3559745
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Vermont",3900499
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Virginia",878302
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Wisconsin-Madison",1418818
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","University of Wisconsin-Milwaukee",108731
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Virginia Commonwealth University",4042188
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Virginia Polytechnic Institute and State University",727638
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Wake Forest University",8867028
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","West Virginia University",-24702
"93.077","Public Health (Tobacco)","Family Smoking Prevention and Tobacco Control Act Regulatory Research","Department of Health and Human Services","National Institutes of Health","Yale University",4513811
"93.085","Research Support Programs","Research on Research Integrity","Department of Health and Human Services","Office of Assistant Secretary for Health","Colorado State University-Fort Collins",-14
"93.085","Research Support Programs","Research on Research Integrity","Department of Health and Human Services","Office of Assistant Secretary for Health","Edward Via College of Osteopathic Medicine",131430
"93.085","Research Support Programs","Research on Research Integrity","Department of Health and Human Services","Office of Assistant Secretary for Health","George Mason University",-58
"93.085","Research Support Programs","Research on Research Integrity","Department of Health and Human Services","Office of Assistant Secretary for Health","Harvard University",148253
"93.085","Research Support Programs","Research on Research Integrity","Department of Health and Human Services","Office of Assistant Secretary for Health","Syracuse University",149310
"93.085","Research Support Programs","Research on Research Integrity","Department of Health and Human Services","Office of Assistant Secretary for Health","The University of West Florida",-12363
"93.085","Research Support Programs","Research on Research Integrity","Department of Health and Human Services","Office of Assistant Secretary for Health","University of California-Riverside",198321
"93.085","Research Support Programs","Research on Research Integrity","Department of Health and Human Services","Office of Assistant Secretary for Health","University of Maryland-College Park",-1
"93.085","Research Support Programs","Research on Research Integrity","Department of Health and Human Services","Office of Assistant Secretary for Health","University of Miami",-19057
"93.085","Research Support Programs","Research on Research Integrity","Department of Health and Human Services","Office of Assistant Secretary for Health","University of Northern Iowa",-42643
"93.085","Research Support Programs","Research on Research Integrity","Department of Health and Human Services","Office of Assistant Secretary for Health","University of Southern Maine",-4146
"93.085","Research Support Programs","Research on Research Integrity","Department of Health and Human Services","Office of Assistant Secretary for Health","University of Southern Mississippi",125947
"93.085","Research Support Programs","Research on Research Integrity","Department of Health and Human Services","Office of Assistant Secretary for Health","Vanderbilt University",-10130
"93.085","Research Support Programs","Research on Research Integrity","Department of Health and Human Services","Office of Assistant Secretary for Health","Washington University in St Louis",285664
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Arizona State University-Tempe",499999
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Auburn University",23344
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Baylor College of Medicine",1350000
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Carnegie Mellon University",599844
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Case Western Reserve University",499849
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Colorado State University-Fort Collins",26800
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Columbia University in the City of New York",1482731
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Cornell University",587938
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Duke University",5270574
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Emory University",900000
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Georgia Institute of Technology-Main Campus",1582869
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Harvard University",600000
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Illinois Institute of Technology",5355563
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Iowa State University",416880
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Johns Hopkins University",3295367
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Kansas State University",691256
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","LIU Brooklyn",948634
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Louisiana State University",170200
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Massachusetts General Hospital Dietetic Internship",687862
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Massachusetts Institute of Technology",3596875
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Michigan State University",71550
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Mississippi State University",188149
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Morehouse School of Medicine",-4
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Murray State University",38500
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","New Mexico State University-Main Campus",1904993
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","New York Medical College",499998
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","North Carolina State University at Raleigh",350598
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","North Dakota State University-Main Campus",102475
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Oklahoma State University",26499
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Oregon State University",27000
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Pennsylvania State University",165000
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Princeton University",190000
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Purdue University-Main Campus",203975
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Rutgers University-New Brunswick",2604790
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","South Dakota State University",224605
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Texas A & M University-College Station",620674
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","The University of Tennessee-Health Science Center",566100
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","The University of Tennessee-Knoxville",-129
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","The University of Texas at San Antonio",26200
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","The University of Texas Medical Branch",300000
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Alabama at Birmingham",249778
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Arkansas",498385
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Arkansas at Little Rock",-21
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of California-Davis",1454600
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of California-San Diego",250000
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of California-San Francisco",3605434
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Colorado Denver/Anschutz Medical Campus",399520
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Connecticut",1076619
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Florida",494425
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Georgia",213444
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Illinois at Urbana-Champaign",122230
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Iowa",444998
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Kansas",190680
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Kentucky",2172506
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Maryland-College Park",3774664
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Maryland, Baltimore",3651191
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Michigan-Ann Arbor",500000
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Minnesota-Twin Cities",1424385
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Mississippi",2858000
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Missouri-Columbia",150850
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Nevada-Reno",300000
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of North Carolina at Chapel Hill",707628
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Pennsylvania",338698
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Rochester",500000
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Toledo",-1250
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Vermont",316562
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Washington",490987
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","University of Wisconsin-Madison",30600
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Utah State University",-11764
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Vanderbilt University",401228
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Virginia Polytechnic Institute and State University",80246
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Washington State University",242824
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Yale University",1276238
"93.103","Medical R&D","Food and Drug Administration Research","Department of Health and Human Services","Food and Drug Administration","Yeshiva University",892648
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","Case Western Reserve University",1398000
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","Dartmouth College",1220980
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","Johns Hopkins University",1624000
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","Morehouse School of Medicine",984000
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","New York University",984000
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","Oregon Health & Science University",1463092
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","Tulane University of Louisiana",734000
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Alabama at Birmingham",734000
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Arizona",1119000
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Arkansas for Medical Sciences",734000
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of California-San Francisco",1525870
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Illinois at Chicago",1199000
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Iowa",1009000
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Kentucky",1008999
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Massachusetts Medical School Worcester",814000
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Minnesota-Twin Cities",1464000
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of New Mexico-Main Campus",814000
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of North Carolina at Chapel Hill",2121727
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Pennsylvania",1064000
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Pittsburgh-Pittsburgh Campus",734000
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Rochester",814000
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of South Carolina-Beaufort",1064000
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of South Florida",733983
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Washington",1910856
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","West Virginia University",1034000
"93.135","Medical R&D (Infectious Diseases)","Centers for Research and Demonstration for Health Promotion and Disease Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","Yale University",733999
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","Arizona State University-Tempe",361628
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","Boston University",1098285
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","Columbia University in the City of New York",727593
"93.136","Medical R&D","Injury Prevention and Control Research and State and Community Based Programs","Department of Health and Human Services","Centers for Disease Control and Prevention","Emory University",549766
