"family","program_title","agency","subagency","Recipient","obligation"
"Individuals with Disabilities","ACL Assistive Technology State Grants for Protection and Advocacy","Department of Health and Human Services","Administration on Aging","The University of Alabama",58766
"Individuals with Disabilities","ACL Assistive Technology State Grants for Protection and Advocacy","Department of Health and Human Services","Administration on Aging","University of Iowa",49998
"Individuals with Disabilities","ACL Centers for Independent Living ","Department of Health and Human Services","Administration for Community Living","University of Massachusetts-Boston",1493582
"Individuals with Disabilities","ACL Centers for Independent Living ","Department of Health and Human Services","Administration on Aging","University of Massachusetts-Boston",-3502
"Individuals with Disabilities","ACL Centers for Independent Living, Recovery Act","Department of Health and Human Services","Health Resources and Services Administration","A T Still University of Health Sciences",399987
"Individuals with Disabilities","ACL Centers for Independent Living, Recovery Act","Department of Health and Human Services","Health Resources and Services Administration","Campbell University",331477
"Individuals with Disabilities","ACL Centers for Independent Living, Recovery Act","Department of Health and Human Services","Health Resources and Services Administration","Case Western Reserve University",387304
"Individuals with Disabilities","ACL Centers for Independent Living, Recovery Act","Department of Health and Human Services","Health Resources and Services Administration","Duke University",284090
"Individuals with Disabilities","ACL Centers for Independent Living, Recovery Act","Department of Health and Human Services","Health Resources and Services Administration","Edward Via College of Osteopathic Medicine",384078
"Individuals with Disabilities","ACL Centers for Independent Living, Recovery Act","Department of Health and Human Services","Health Resources and Services Administration","Medical University of South Carolina",388674
"Individuals with Disabilities","ACL Centers for Independent Living, Recovery Act","Department of Health and Human Services","Health Resources and Services Administration","Morehouse School of Medicine",399759
"Individuals with Disabilities","ACL Centers for Independent Living, Recovery Act","Department of Health and Human Services","Health Resources and Services Administration","Mount Saint Joseph University",399717
"Individuals with Disabilities","ACL Centers for Independent Living, Recovery Act","Department of Health and Human Services","Health Resources and Services Administration","Oklahoma State University",384947
"Individuals with Disabilities","ACL Centers for Independent Living, Recovery Act","Department of Health and Human Services","Health Resources and Services Administration","Pacific Northwest University of Health Sciences",390727
"Individuals with Disabilities","ACL Centers for Independent Living, Recovery Act","Department of Health and Human Services","Health Resources and Services Administration","Rowan University",400000
"Individuals with Disabilities","ACL Centers for Independent Living, Recovery Act","Department of Health and Human Services","Health Resources and Services Administration","SUNY Buffalo State",394362
"Individuals with Disabilities","ACL Centers for Independent Living, Recovery Act","Department of Health and Human Services","Health Resources and Services Administration","Thomas Jefferson University",399849
"Individuals with Disabilities","ACL Centers for Independent Living, Recovery Act","Department of Health and Human Services","Health Resources and Services Administration","University of Illinois at Chicago",400000
"Individuals with Disabilities","ACL Centers for Independent Living, Recovery Act","Department of Health and Human Services","Health Resources and Services Administration","University of New England",400000
"Individuals with Disabilities","ACL Centers for Independent Living, Recovery Act","Department of Health and Human Services","Health Resources and Services Administration","University of North Carolina at Chapel Hill",256466
"Individuals with Disabilities","ACL Centers for Independent Living, Recovery Act","Department of Health and Human Services","Health Resources and Services Administration","University of Pennsylvania",399992
"Individuals with Disabilities","ACL Independent Living State Grants ","Department of Health and Human Services","Administration on Aging","University of Massachusetts-Boston",370907
"Individuals with Disabilities","ACL Independent Living State Grants ","Department of Health and Human Services","Administration on Aging","University of Nebraska Medical Center",332044
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Baylor University",1057136
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Boston University",2147763
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Brandeis University",2007851
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","California State University-Los Angeles",199999
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Carnegie Mellon University",1424362
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Case Western Reserve University",453282
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Catholic University of America",924934
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Cornell University",1811468
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","CUNY John Jay College of Criminal Justice",-12539
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Dartmouth College",199877
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Duke University",924954
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Gallaudet University",1425000
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Georgia Institute of Technology-Main Campus",3306648
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Icahn School of Medicine at Mount Sinai",894375
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Indiana University-Bloomington",435000
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Langston University",1175000
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Marquette University",149877
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Mayo Clinic School of Medicine",441500
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Medical University of South Carolina",749104
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Mercy College",200000
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Mississippi State University",874853
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","New Jersey Institute of Technology",924858
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","New York University",557741
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Northwestern University",450000
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Ohio State University",1782000
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Pennsylvania State University",1149599
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Portland State University",1066634
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Rutgers University-New Brunswick",147458
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Sinte Gleska University",197520
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Stony Brook University",200000
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","SUNY Buffalo State",1100876
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Syracuse University",2147457
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Temple University",974872
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","The University of Alabama",199964
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","The University of Montana",1574666
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","The University of Texas Medical Branch",375000
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Thomas Jefferson University",453791
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Alabama at Birmingham",3380329
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Alaska Anchorage",195308
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of California-Davis",150000
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Colorado Denver/Anschutz Medical Campus",950000
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Illinois at Chicago",3342230
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Kansas",967439
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Louisville",-12481
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Maryland-College Park",925000
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Maryland, Baltimore",849677
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Massachusetts Medical School Worcester",1499909
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Massachusetts-Boston",1070272
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Miami",950752
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Michigan-Ann Arbor",1424960
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Minnesota-Twin Cities",2099271
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Missouri-Columbia",1000000
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of New Hampshire-Main Campus",1949993
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of North Carolina at Chapel Hill",200000
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Oregon",674441
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Pittsburgh-Pittsburgh Campus",4210179
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Richmond",499771
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Texas Southwestern Medical Center",380000
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Washington",3336221
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Wisconsin-Madison",199298
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","University of Wisconsin-Milwaukee",159621
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Utah State University",199942
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Vanderbilt University",198052
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Virginia Commonwealth University",2176860
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Washington State University",649591
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Washington University in St Louis",493489
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Wayne State University",444131
"Individuals with Disabilities","ACL National Institute on Disability, Independent Living, and Rehabilitation Research","Department of Health and Human Services","Administration on Aging","Wright State University-Main Campus",489956
"Individuals with Disabilities","Assistive Technology Alternative Financing Program","Department of Health and Human Services","Administration on Aging","University of Massachusetts-Boston",552683
"Individuals with Disabilities","Developmental Disabilities Basic Support and Advocacy Grants","Department of Health and Human Services","Administration on Aging","The University of Alabama",578212
"Individuals with Disabilities","Developmental Disabilities Basic Support and Advocacy Grants","Department of Health and Human Services","Administration on Aging","University of Rhode Island",507546
"Individuals with Disabilities","Developmental Disabilities Projects of National Significance","Department of Health and Human Services","Administration on Aging","Georgetown University",574573
"Individuals with Disabilities","Developmental Disabilities Projects of National Significance","Department of Health and Human Services","Administration on Aging","University of Colorado Denver/Anschutz Medical Campus",400000
"Individuals with Disabilities","Developmental Disabilities Projects of National Significance","Department of Health and Human Services","Administration on Aging","University of Georgia",435000
"Individuals with Disabilities","Developmental Disabilities Projects of National Significance","Department of Health and Human Services","Administration on Aging","University of Hawaii at Manoa",250000
"Individuals with Disabilities","Developmental Disabilities Projects of National Significance","Department of Health and Human Services","Administration on Aging","University of Idaho",392000
"Individuals with Disabilities","Developmental Disabilities Projects of National Significance","Department of Health and Human Services","Administration on Aging","University of Kentucky",250000
"Individuals with Disabilities","Developmental Disabilities Projects of National Significance","Department of Health and Human Services","Administration on Aging","University of Massachusetts-Boston",400000
"Individuals with Disabilities","Developmental Disabilities Projects of National Significance","Department of Health and Human Services","Administration on Aging","University of Minnesota-Twin Cities",400000
"Individuals with Disabilities","Developmental Disabilities Projects of National Significance","Department of Health and Human Services","Administration on Aging","University of Missouri-Kansas City",392000
"Individuals with Disabilities","Developmental Disabilities Projects of National Significance","Department of Health and Human Services","Administration on Aging","University of New Hampshire-Main Campus",435000
"Individuals with Disabilities","Developmental Disabilities Projects of National Significance","Department of Health and Human Services","Administration on Aging","Virginia Commonwealth University",435000
"Individuals with Disabilities","Disabilities Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","Duke University",-80992
"Individuals with Disabilities","Disabilities Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","Georgia State University",550000
"Individuals with Disabilities","Disabilities Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","Ohio State University",287956
"Individuals with Disabilities","Disabilities Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","Oregon Health & Science University",440000
"Individuals with Disabilities","Disabilities Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Alabama at Birmingham",2412500
"Individuals with Disabilities","Disabilities Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Arkansas",439943
"Individuals with Disabilities","Disabilities Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Arkansas for Medical Sciences",-31011
"Individuals with Disabilities","Disabilities Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Delaware",-4696
"Individuals with Disabilities","Disabilities Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Florida",99993
"Individuals with Disabilities","Disabilities Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of Kansas",389995
"Individuals with Disabilities","Disabilities Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of New Hampshire-Main Campus",438919
"Individuals with Disabilities","Disabilities Prevention","Department of Health and Human Services","Centers for Disease Control and Prevention","University of South Carolina-Beaufort",440000
"Individuals with Disabilities","Disability Employment Policy Development","Department of Labor","President's Committee on Employment of the Handicapped","Onondaga Community College",978453
"Individuals with Disabilities","Disability Employment Policy Development","Department of Labor","President's Committee on Employment of the Handicapped","Pellissippi State Community College",1028000
"Individuals with Disabilities","Missing Alzheimer's Disease Patient Assistance Program","Department of Justice","Office of Justice Programs","University of Illinois at Urbana-Champaign",-114.39
"Individuals with Disabilities","Missing Alzheimer's Disease Patient Assistance Program","Department of Justice","Office of Justice Programs","University of Louisiana at Monroe",-41238.96
"Individuals with Disabilities","Program of Protection and Advocacy of Individual Rights","Department of Education","Department of Education","The University of Alabama",220121
"Individuals with Disabilities","Protection and Advocacy for Individuals with Mental Illness","Department of Health and Human Services","Substance Abuse and Mental Health Services Administration","The University of Alabama",458554
"Individuals with Disabilities","Rehabilitation Services American Indians with Disabilities","Department of Education","Department of Education","Northern Arizona University",723399
"Individuals with Disabilities","Rehabilitation Services American Indians with Disabilities","Department of Education","Department of Education","Sinte Gleska University",365000
"Individuals with Disabilities","Rehabilitation Services Independent Living Services for Older Individuals Who are Blind","Department of Education","Department of Education","Mississippi State University",599706
"Individuals with Disabilities","Resident Opportunity and Supportive Services - Service Coordinators","Department of Housing and Urban Development","Assistant Secretary for Public and Indian Housing","Dillard University",-6000
"Individuals with Disabilities","Social Security State Grants for Work Incentives Assistance to Disabled Beneficiaries","Social Security Administration","Social Security Administration","The University of Alabama",543440
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Adelphi University",250000
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Appalachian State University",363898
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Arizona State University-Tempe",665145
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Bethune-Cookman University",249999
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Bowie State University",734755
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","California Lutheran University",-1775.35
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","California State Polytechnic University-Pomona",249982
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","California State University-Bakersfield",155820
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","California State University-Chico",250000
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","California State University-Dominguez Hills",499510
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","California State University-Fresno",1
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","California State University-Fullerton",-2288.16
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","California State University-Long Beach",1222017
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","California State University-Los Angeles",1000000
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","California State University-Monterey Bay",498343
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","California State University-Northridge",499966.64
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","California State University-Sacramento",250000
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","California State University-San Marcos",250000
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Chicago State University",249985
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Clemson University",166382
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","CUNY LaGuardia Community College",250000
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","CUNY Medgar Evers College",250000
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","CUNY Queens College",250000
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Drexel University",161739
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","East Carolina University",499910
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Florida Atlantic University",249381
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Florida International University",456288.56
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Florida Memorial University",475000
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Florida State University",616691.11
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Fontbonne University",624896.3
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Fordham University",499962
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Gallaudet University",-2806.67999999999
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","George Washington University",249997
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Georgetown University",249164
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Georgia State University",155143
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Hampton University",249154
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Hofstra University",498079
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Howard University",250000
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Humboldt State University",249798
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Illinois State University",232334
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Indiana University-Bloomington",196830
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Jackson State University",452914
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Kent State University at Kent",250000
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Lamar University",223451
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Lehigh University",166018
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Midwestern University-Glendale",230557
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Minnesota State University-Mankato",236288
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Morehead State University",230128
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Nazareth College",234365
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","New Mexico State University-Main Campus",-0.26
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","North Carolina A & T State University",740295
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","North Carolina Central University",135476
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Northern Arizona University",499999
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Northern Illinois University",741676
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Ohio State University",392193
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Old Dominion University",249904
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Oregon State University",498579
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Pennsylvania State University",615555.35
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Portland State University",737250.75
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Salus University",1106499
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","San Diego State University",1511808.43
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","San Francisco State University",749011
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","San Jose State University",500000
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Seton Hall University",366312
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","SUNY at Albany",242331.76
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","SUNY at Fredonia",-340.07
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Texas A & M University-Corpus Christi",249942
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Texas State University",113625
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Texas Tech University",247638.06
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","Texas Woman's University",248546
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","The University of Montana",239788
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","The University of Tennessee-Health Science Center",332205
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","The University of Tennessee-Knoxville",133342
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","The University of Texas at Austin",1138682
"Individuals with Disabilities","Special Education - Personnel Development to Improve Services and Results for Children with Disabilities","Department of Education","Department of Education","The University of Texas at El Paso",247480
