"family","program_title","agency","subagency","Recipient","obligation"
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of Miami",1412536
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of Michigan-Ann Arbor",3720436
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of Minnesota-Twin Cities",4521509
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of Mississippi Medical Center",494319
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of Missouri-Columbia",2897989
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of Missouri-Kansas City",356130
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of Nebraska Medical Center",1951804
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of Nebraska-Lincoln",441069
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of New Hampshire-Main Campus",213585
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of New Mexico-Main Campus",5631625
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of North Carolina at Chapel Hill",11178157
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of North Carolina at Greensboro",991042
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of North Dakota",156789
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of North Texas",40231
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of North Texas Health Science Center",2554489
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of Oklahoma-Health Sciences Center",759575
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of Oregon",333878
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of Pennsylvania",3561427
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of Pittsburgh-Pittsburgh Campus",7785466
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of Puerto Rico-Medical Sciences",317075
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of Rochester",1543906
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of South Dakota",314825
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of South Florida",-101968
"Addiction and Recovery","Alcohol Research Programs","Department of Health and Human Services","National Institutes of Health","University of Southern California",4235080
